title,release_date,revenue,director,CharactersCount,DirectorPop,IsAnimation,ActorsAvg,_is_G,_is_Not Rated,_is_PG,_is_PG-13,_is_R,_is_Action,_is_Adventure,_is_Black Comedy,_is_Comedy,_is_Concert/Performance,_is_Documentary,_is_Drama,_is_Horror,_is_Musical,_is_Romantic Comedy,_is_Thriller/Suspense,_is_Western
Crimson Tide,1995.361644,177102077,Tony Scott,12.342105263157896,5.527,0,6.778963749000002,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Ransom,1996.843836,259807820,Ron Howard,12.342105263157896,9.707,0,6.778963749000002,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Pretty Woman,1990.227397,356389765,Garry Marshall,12.342105263157896,5.471,0,6.778963749000002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Inspector Gadget,1999.556164,161610341,David Kellogg,12.342105263157896,0.6,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Winnie the Pooh,2011.534247,28375869,Stephen J. Anderson,12.342105263157896,5.169,0,6.778963749000002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Tigger Movie,2000.112329,71228678,Jun Falkenstein,12.342105263157896,1.736,0,6.778963749000002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Heavy Weights,1995.128767,34245779,Steven Brill,12.342105263157896,4.337,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
What About Bob?,1991.375342,127571325,Frank Oz,12.342105263157896,9.478,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Condorman,1981.594521,0,Charles Jarrott,12.342105263157896,1.176,0,6.778963749000002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Haunted Mansion,2003.893151,105775678,Rob Minkoff,12.342105263157896,6.39,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Hitchhiker's Guide to the Galaxy,2005.326027,67096891,Garth Jennings,12.342105263157896,7.925,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bedknobs and Broomsticks,1971.758904,91305448,Robert Stevenson,4.0,6.191,1,3.301,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pooh's Heffalump Movie,2005.112329,23801835,Frank Nissen,1.0,1.62,1,1.87,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Open Range,2003.616438,81547672,Kevin Costner,12.342105263157896,23.35,0,6.778963749000002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
D.O.A.,1988.213699,26062188,Annabel Jankel,12.342105263157896,1.102,0,6.778963749000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Meet the Deedles,1998.238356,7829877,Steve Boyum,12.342105263157896,2.232,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A Beautiful Planet,2016.326027,7895708,Toni Myers,12.342105263157896,0.6,0,6.778963749000002,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sister Act,1992.408219,283583472,Emile Ardolino,12.342105263157896,9.122,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Strange Magic,2015.063014,12429583,Gary Rydstrom,12.342105263157896,4.681,0,6.778963749000002,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Many Adventures of Winnie the Pooh,1977.194521,0,Wolfgang Reitherman,12.342105263157896,5.595,0,6.778963749000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quiz Show,1994.69589,50840394,Robert Redford,12.342105263157896,14.904,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
While You Were Sleeping,1995.30411,157082900,Jon Turteltaub,12.342105263157896,5.327,0,6.778963749000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bedtime Stories,2008.972603,128039679,Adam Shankman,12.342105263157896,3.366,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"The Chronicles of Narnia: The Lion, tÃÂ¢ÃÂÃÂ¦",2005.928767,381557539,Andrew Adamson,12.342105263157896,5.442,0,6.778963749000002,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Instinct,1999.421918,56595842,Jon Turteltaub,12.342105263157896,5.327,0,6.778963749000002,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Step Up,2006.605479,84078780,Anne Fletcher,12.342105263157896,4.963,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
G.I. Jane,1997.635616,88467531,Ridley Scott,12.342105263157896,10.705,0,6.778963749000002,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Oscar,1991.317808,47181395,John Landis,12.342105263157896,4.227,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Parent Trap,1998.572603,119185667,Nancy Meyers,12.342105263157896,4.078,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Primeval,2007.032877,12985302,Michael Katleman,12.342105263157896,2.838,0,6.778963749000002,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
The Lone Ranger,2013.49863,92597388,Gore Verbinski,12.342105263157896,5.365,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Monsters, Inc.",2001.827397,416073179,Pete Docter,12.342105263157896,9.735,0,6.778963749000002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Reign of Fire,2002.134247,62480631,Rob Bowman,12.342105263157896,5.394,0,6.778963749000002,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Running Brave,1983.832877,3223725,Donald Shebib,12.342105263157896,1.506,0,6.778963749000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dinosaur,2000.380822,215438985,Ralph Zondag,11.0,2.076,1,6.443181818,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rushmore,1998.934247,28392518,Wes Anderson,12.342105263157896,8.573,0,6.778963749000002,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Freaky Friday,1977.057534,98067733,Mark Waters,12.342105263157896,2.789,0,6.778963749000002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The 13th Warrior,1999.649315,54262148,John McTiernan,12.342105263157896,7.547,0,6.778963749000002,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Brave,2012.471233,251292441,Brenda Chapman,12.342105263157896,4.54,0,6.778963749000002,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Eight Below,2006.128767,105037235,Frank Marshall,12.342105263157896,3.076,0,6.778963749000002,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gake no ue no Ponyo,2009.613699,16961607,Hayao Miyazaki,12.342105263157896,9.373,0,6.778963749000002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Queen of Katwe,2016.720548,8874389,Mira Nair,12.342105263157896,2.758,0,6.778963749000002,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Straight Talk,1992.254795,43068356,Barnet Kellman,12.342105263157896,1.294,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Holy Man,1998.764384,21694605,Stephen Herek,12.342105263157896,7.521,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Sorcerer's Apprentice,2010.531507,67473105,Jon Turteltaub,12.342105263157896,5.327,0,6.778963749000002,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Stella,1990.087671,40077147,John Erman,12.342105263157896,2.587,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
An American Werewolf in Paris,1997.972603,48546161,Anthony Waller,12.342105263157896,1.503,0,6.778963749000002,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
The Mighty Ducks,1992.745205,103120810,Stephen Herek,12.342105263157896,7.521,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tall Tale,1995.230137,15983331,Jeremiah S. Chechik,12.342105263157896,2.864,0,6.778963749000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tangled,2010.887671,214388548,Nathan Greno,7.0,2.598,1,10.78642857,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ed Wood,1994.739726,12042634,Tim Burton,12.342105263157896,15.462,0,6.778963749000002,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
The Jerky Boys,1995.090411,14641561,James Melkonian,12.342105263157896,0.753,0,6.778963749000002,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
The Rich Man's Wife,1996.693151,16284619,Amy Holden Jones,12.342105263157896,2.384,0,6.778963749000002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"20,000 Leagues Under the Sea",1954.967123,528279994,Richard Fleischer,12.342105263157896,3.326,0,6.778963749000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Super Mario Bros.,1993.405479,42445058,Annabel Jankel,12.342105263157896,1.102,0,6.778963749000002,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Proposal,2009.463014,184288829,Anne Fletcher,12.342105263157896,4.963,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Race to Witch Mountain,2009.2,75501997,Andy Fickman,12.342105263157896,4.319,0,6.778963749000002,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Adventures of Huck Finn,1993.252055,49080505,Stephen Sommers,12.342105263157896,4.756,0,6.778963749000002,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jefferson in Paris,1995.249315,4770461,James Ivory,12.342105263157896,3.228,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Jungle Book,2016.287671,364001123,Vitaliy Versace,12.342105263157896,1.705,0,6.778963749000002,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sky High,2005.572603,84088854,Mike Mitchell,12.342105263157896,5.746,0,6.778963749000002,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Toy Story 2,1999.873973,404450426,John Lasseter,12.342105263157896,4.98,0,6.778963749000002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Rescuers,1977.471233,159743914,Wolfgang Reitherman,14.0,5.595,1,4.460153846,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Remember the Titans,2000.736986,180742479,Boaz Yakin,12.342105263157896,7.444,0,6.778963749000002,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A Lot Like Love,2005.306849,28716947,Nigel Cole,12.342105263157896,2.167,0,6.778963749000002,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3 Ninjas,1992.594521,58965304,Jon Turteltaub,12.342105263157896,5.327,0,6.778963749000002,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Flight of the Navigator,1986.575342,42183197,Randal Kleiser,12.342105263157896,2.951,0,6.778963749000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
America's Heart and Soul,2004.49863,426246,Louis Schwartsberg,12.342105263157896,0.6,0,6.778963749000002,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Swing Vote,2008.578082,19125841,Joshua Michael Stern,12.342105263157896,0.6,0,6.778963749000002,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
The Straight Story,1999.780822,10111144,David Lynch,12.342105263157896,13.568,0,6.778963749000002,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Kid,2000.512329,108993148,Jon Turteltaub,12.342105263157896,5.327,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Enchanted,2007.879452,156074310,Kevin Lima,6.0,1.98,1,13.94408333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zootopia,2016.175342,341268248,Byron Howard,22.0,5.836,1,9.427190476,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I'll Be Home For Christmas,1998.857534,21941840,Arlene Sanford,12.342105263157896,2.586,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The War at Home,1996.876712,65543,Emilio Estevez,12.342105263157896,8.473,0,6.778963749000002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Peter Pan: Return to Neverland,2002.123288,70269715,Robin Budd,12.342105263157896,1.4,0,6.778963749000002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ratatouille,2007.490411,252955933,Brad Bird,12.342105263157896,11.798,0,6.778963749000002,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Secretariat,2010.761644,63781920,Randall Wallace,12.342105263157896,2.173,0,6.778963749000002,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Medicine Man,1992.10137,91304495,John McTiernan,12.342105263157896,7.547,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
A Thousand Acres,1997.709589,14561324,Jocelyn Moorhouse,12.342105263157896,0.825,0,6.778963749000002,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Mission to Mars,2000.191781,95208344,Brian De Palma,12.342105263157896,7.493,0,6.778963749000002,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Brother Bear,2003.805479,119218333,Robert Walker,7.0,4.898,1,8.206357143,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Snow White and the Seven Dwarfs,1937.961644,5228953251,David Hand,12.0,6.927,1,2.182,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Toy Story 3,2010.460274,443408255,Lee Unkrich,12.342105263157896,1.708,0,6.778963749000002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Miracle,2004.09863,87392478,Gavin O'Connor,12.342105263157896,4.672,0,6.778963749000002,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
My Favorite Martian,1999.115068,61150849,Donald Petrie,12.342105263157896,5.065,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Benji the Hunted,1987.424658,32798382,Joe Camp,12.342105263157896,0.6,0,6.778963749000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A Far Off Place,1993.19726,26248558,Mikael Salomon,12.342105263157896,3.328,0,6.778963749000002,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Old Dogs,2009.890411,55503929,Walt Becker,12.342105263157896,2.296,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Alice in Wonderland,2010.178082,357063499,Clyde Geronimi,18.0,7.039,1,4.291333333,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Little Mermaid,1989.863014,223726012,Ron Clements,20.0,2.526,1,5.9835,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Stick It,2006.323288,34634731,Jessica Bendinger,12.342105263157896,0.652,0,6.778963749000002,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Funny Bones,1995.249315,1025425,Peter Chelsom,12.342105263157896,1.96,0,6.778963749000002,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Cars,2006.435616,314140384,John Lasseter,12.342105263157896,4.98,0,6.778963749000002,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bicentennial Man,1999.950685,94838225,Chris Columbus,12.342105263157896,7.679,0,6.778963749000002,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chimpanzee,2012.30137,30675725,Alastair Fothergill,12.342105263157896,2.158,0,6.778963749000002,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Apple Dumpling Gang,1975.49589,131246872,Norman Tokar,12.342105263157896,2.024,0,6.778963749000002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Other Sister,1999.153425,46145331,Garry Marshall,12.342105263157896,5.471,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
A Simple Twist of Fate,1994.663014,7035189,Gillies MacKinnon,12.342105263157896,1.4,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Where the Heart Is,1990.145205,2210321,John Boorman,12.342105263157896,3.136,0,6.778963749000002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kaze Tachinu,2013.843836,5367415,Hayao Miyazaki,12.342105263157896,9.373,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Off Beat,1986.276712,11003932,Michael Dinner,12.342105263157896,4.382,0,6.778963749000002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Greatest Game Ever Played,2005.739726,20162672,Bill Paxton,12.342105263157896,11.137,0,6.778963749000002,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Three Musketeers,1993.854795,109310377,Stephen Herek,12.342105263157896,7.521,0,6.778963749000002,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A Civil Action,1998.972603,94139530,Steven Zaillian,12.342105263157896,3.636,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Walt and El Grupo,2009.684932,23064,Theodore Thomas,12.342105263157896,2.232,0,6.778963749000002,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Powder,1995.813699,59727216,Victor Salva,12.342105263157896,8.087,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1492: Conquest of Paradise,1992.764384,14421454,Ridley Scott,12.342105263157896,10.705,0,6.778963749000002,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Cemetery Club,1993.090411,11369541,Bill Duke,12.342105263157896,9.093,0,6.778963749000002,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Stay Alive,2006.230137,29712825,William Brent Bell,12.342105263157896,1.546,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
That Darn Cat,1997.120548,33613158,Bob Spiers,12.342105263157896,1.588,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Muppet Christmas Carol,1992.934247,55417615,Brian Henson,12.342105263157896,4.407,0,6.778963749000002,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Step Up 2 the Streets,2008.120548,68118371,Jon M. Chu,12.342105263157896,3.146,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Fantasia 2000 (Theatrical Release),2000.454795,14238144,Don Hahn,12.342105263157896,1.4,0,6.778963749000002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Santa Clause 2,2002.824658,201959095,Michael Lembeck,12.342105263157896,3.227,0,6.778963749000002,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Recruit,2003.084932,73793522,Roger Donaldson,12.342105263157896,2.601,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Money for Nothing,1993.684932,2127496,RamÃÂÃÂ³n MenÃÂÃÂ©ndez,12.342105263157896,4.5799825327510915,0,6.778963749000002,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Bad Company,1995.054795,6829092,Damian Harris,12.342105263157896,2.631,0,6.778963749000002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
I Love Trouble,1994.490411,63651027,Charles Shyer,12.342105263157896,5.181,0,6.778963749000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Absent Minded Professor,1961.208219,310094574,Robert Stevenson,12.342105263157896,6.191,0,6.778963749000002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jungle 2 Jungle,1997.183562,110058379,John Pasquin,12.342105263157896,2.501,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tex,1982.873973,20643199,James Lapine,12.342105263157896,1.553,0,6.778963749000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Life With Mikey,1993.421918,25146538,James Lapine,12.342105263157896,1.553,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gone Fishin',1997.410959,36265379,Christopher Cain,12.342105263157896,2.924,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rogue One: A Star Wars Story,2016.947945,529483936,Raymond Montemayor,12.342105263157896,0.6,0,6.778963749000002,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Marrying Man,1991.260274,24939118,Jerry Rees,12.342105263157896,0.6,0,6.778963749000002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Bubble Boy,2001.641096,7450434,Blair Hayes,12.342105263157896,1.566,0,6.778963749000002,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Baby: Secret of the Lost Legend,1985.224658,33900697,Bill L. Norton,12.342105263157896,2.597,0,6.778963749000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Fox and the Hound,1981.520548,133118889,Art Stevens,10.0,1.099,1,5.57185,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
High Heels and Low Lifes,2001.810959,337782,Mel Smith,12.342105263157896,5.88,0,6.778963749000002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Tie That Binds,1995.679452,11167895,Wesley Strick,12.342105263157896,7.224,0,6.778963749000002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
John Carter,2012.189041,77372445,Andrew Stanton,12.342105263157896,6.336,0,6.778963749000002,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Blank Check,1994.112329,63170804,Rupert Wainwright,12.342105263157896,1.878,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Guardians of the Galaxy,2014.578082,343771168,James Gunn,12.342105263157896,11.026,0,6.778963749000002,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Star Wars Ep. VII: The Force Awakens,2015.953425,936662225,J.J. Abrams,12.342105263157896,7.315,0,6.778963749000002,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
A Goofy Movie,1995.265753,68479579,Kevin Lima,12.342105263157896,1.98,1,9.051,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hocus Pocus,1993.536986,80147079,Kenny Ortega,12.342105263157896,4.487,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PeteÃÂ¢ÃÂÃÂs Dragon,2016.608219,76233151,David Lowery,12.342105263157896,4.231,0,6.778963749000002,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Night Crossing,1982.09589,12903059,Delbert Mann,12.342105263157896,4.443,0,6.778963749000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lilo & Stitch,2002.468493,211506702,Chris Sanders,11.0,5.246,1,9.006454545,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Metro,1997.046575,58804106,Thomas Carter,12.342105263157896,2.796,0,6.778963749000002,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
National Treasure,2004.873973,234069353,Jon Turteltaub,12.342105263157896,5.327,0,6.778963749000002,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Shanghai Noon,2000.4,89042541,Tom Dey,12.342105263157896,2.078,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Dangerous Minds,1995.605479,164552293,John N. Smith,12.342105263157896,0.633,0,6.778963749000002,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Distinguished Gentleman,1992.915068,94349900,Jonathan Lynn,12.342105263157896,5.576,0,6.778963749000002,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
The Secret World of Arietty,2012.128767,20325733,Hiromasa Yonebayashi,12.342105263157896,2.962,0,6.778963749000002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Princess Diaries,2001.583562,161218928,Garry Marshall,12.342105263157896,5.471,0,6.778963749000002,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Step Up 3D,2010.591781,45302137,Jon M. Chu,12.342105263157896,3.146,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Underdog,2007.583562,53619462,Frederik Du Chau,12.342105263157896,1.4,0,6.778963749000002,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Red Rock West,1994.076712,5170709,John Dahl,12.342105263157896,6.208,0,6.778963749000002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Captain America: Civil War,2016.345205,408084349,Allan McLeod,12.342105263157896,2.895,0,6.778963749000002,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Mr. Wrong,1996.126027,24422334,Nick Castle,12.342105263157896,9.837,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Nixon,1995.958904,26302005,Daniel Petrie,12.342105263157896,2.463,0,6.778963749000002,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Ref,1994.189041,23401275,Ted Demme,12.342105263157896,2.169,0,6.778963749000002,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
The Santa Clause 3: The Escape Clause,2006.830137,108694869,Michael Lembeck,12.342105263157896,3.227,0,6.778963749000002,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ice Princess,2005.213699,32064685,Tim Fywell,12.342105263157896,1.952,0,6.778963749000002,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
King Arthur,2004.512329,70423706,Antoine Fuqua,12.342105263157896,6.842,0,6.778963749000002,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Nothing To Lose,1997.542466,81692095,Steve Oedekerk,12.342105263157896,6.836,0,6.778963749000002,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Herbie: Fully Loaded,2005.471233,86812798,Angela Robinson,12.342105263157896,2.856,0,6.778963749000002,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Father of the Bride,1991.958904,179821881,Charles Shyer,12.342105263157896,5.181,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
You Again,2010.723288,27461121,Andy Fickman,12.342105263157896,4.319,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Treasure Planet,2002.89589,55189145,Ron Clements,12.0,2.526,1,9.263916667,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Great Mouse Detective,1986.49863,53637367,Ron Clements,13.0,2.526,1,5.480230769,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cinderella,2015.2,201151353,Wilfred Jackson,15.0,6.437,1,4.3458,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Frozen,2013.882192,414997174,Chris Buck,8.0,2.027,1,9.6255,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pirates of the Caribbean: On StrangerÃÂ¢ÃÂÃÂ¦,2011.383562,256263359,Rob Marshall,12.342105263157896,2.366,0,6.778963749000002,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
