name,release_date,MovieSuccessLevel,director,rating_is_G,rating_is_Not Rated,rating_is_PG,rating_is_PG-13,rating_is_R,genre_is_Action,genre_is_Adventure,genre_is_Black Comedy,genre_is_Comedy,genre_is_Concert/Performance,genre_is_Documentary,genre_is_Drama,genre_is_Horror,genre_is_Musical,genre_is_Romantic Comedy,genre_is_Thriller/Suspense,genre_is_Western,month,day,season,is_animation
Eight Below,2006.1287671232876,B,4.799,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,17,1,0.0
Gake no ue no Ponyo,2009.613698630137,D,3.237,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,14,3,0.0
Queen of Katwe,2016.7205479452055,D,3.42,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,23,3,0.0
Straight Talk,1992.2547945205479,C,1.179,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,2,0.0
Holy Man,1998.7643835616439,C,1.578,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,9,4,0.0
The Sorcerer's Apprentice,2010.531506849315,C,5.697,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,14,3,0.0
Stella,1990.0876712328768,C,1.22,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0.0
An American Werewolf in Paris,1997.972602739726,C,2.152,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12,25,4,0.0
The Mighty Ducks,1992.7452054794521,B,1.578,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,2,4,0.0
Tall Tale,1995.2301369863014,D,1.136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,24,1,0.0
Tangled,2010.8876712328768,A,5.956,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,24,4,1.0
Ed Wood,1994.7397260273972,D,11.267,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9,30,3,0.0
The Jerky Boys,1995.0904109589042,D,0.61,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,3,1,0.0
The Rich Man's Wife,1996.6931506849314,D,2.047,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9,13,3,0.0
"20,000 Leagues Under the Sea",1954.9671232876713,S,1.4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,23,4,0.0
Super Mario Bros.,1993.4054794520548,C,1.328,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,28,2,0.0
The Proposal,2009.4630136986302,B,3.996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,19,2,0.0
Race to Witch Mountain,2009.2,B,3.237,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,13,1,0.0
The Adventures of Huck Finn,1993.2520547945205,C,4.889,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,2,0.0
Jefferson in Paris,1995.2493150684932,D,3.223,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,31,1,0.0
The Jungle Book,2016.2876712328766,A,26.223,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,15,2,0.0
Sky High,2005.572602739726,B,5.355,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,29,3,0.0
Toy Story 2,1999.8739726027397,A,5.963,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,19,4,0.0
The Rescuers,1977.4712328767123,B,4.607,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,22,2,1.0
Remember the Titans,2000.7369863013698,B,6.176,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,29,3,0.0
A Lot Like Love,2005.3068493150686,C,0.6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,22,2,0.0
3 Ninjas,1992.5945205479452,C,5.697,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,7,3,0.0
Flight of the Navigator,1986.5753424657535,C,1.87,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,30,3,0.0
America's Heart and Soul,2004.4986301369863,D,0.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,2,3,0.0
Swing Vote,2008.5780821917808,D,1.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,3,0.0
The Straight Story,1999.7808219178082,D,17.35,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,15,4,0.0
The Kid,2000.5123287671233,B,5.697,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,7,3,0.0
Enchanted,2007.8794520547945,B,2.764,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,21,4,1.0
Zootopia,2016.1753424657534,A,5.956,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,1,1.0
I'll Be Home For Christmas,1998.8575342465754,C,0.988,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,13,4,0.0
The War at Home,1996.876712328767,D,21.371,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,11,20,4,0.0
Peter Pan: Return to Neverland,2002.123287671233,B,0.622,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,15,1,0.0
Ratatouille,2007.490410958904,A,12.541,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,29,2,0.0
Secretariat,2010.7616438356165,C,3.387,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,8,4,0.0
Medicine Man,1992.1013698630136,B,7.105,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,7,1,0.0
A Thousand Acres,1997.7095890410958,D,1.584,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9,19,3,0.0
Mission to Mars,2000.1917808219177,B,6.965,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,10,1,0.0
Brother Bear,2003.805479452055,B,1.553,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,24,4,1.0
Snow White and the Seven Dwarfs,1937.9616438356165,S,2.09,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,21,4,1.0
Toy Story 3,2010.4602739726026,A,3.893,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,18,2,0.0
Miracle,2004.0986301369862,B,3.104,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,6,1,0.0
My Favorite Martian,1999.1150684931506,C,2.308,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,12,1,0.0
Benji the Hunted,1987.4246575342465,C,0.648,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,5,2,0.0
A Far Off Place,1993.1972602739727,C,1.615,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,12,1,0.0
Old Dogs,2009.890410958904,C,1.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,25,4,0.0
Alice in Wonderland,2010.1780821917807,A,11.267,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,1,1.0
The Little Mermaid,1989.86301369863,A,4.367,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,15,4,1.0
Stick It,2006.323287671233,C,1.007,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,28,2,0.0
Funny Bones,1995.2493150684932,D,1.914,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,31,1,0.0
Cars,2006.4356164383562,A,5.963,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,9,2,0.0
Bicentennial Man,1999.9506849315069,B,15.365,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,17,4,0.0
Chimpanzee,2012.3013698630136,C,1.888,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,20,2,0.0
The Apple Dumpling Gang,1975.495890410959,B,3.345,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,3,0.0
The Other Sister,1999.1534246575343,C,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,26,1,0.0
A Simple Twist of Fate,1994.66301369863,D,0.972,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9,2,3,0.0
Where the Heart Is,1990.145205479452,D,3.425,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,23,1,0.0
Kaze Tachinu,2013.8438356164384,D,10.348,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11,8,4,0.0
Off Beat,1986.2767123287672,D,0.694,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,11,2,0.0
The Greatest Game Ever Played,2005.7397260273972,C,29.974,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,30,3,0.0
The Three Musketeers,1993.854794520548,B,1.578,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,12,4,0.0
A Civil Action,1998.972602739726,B,5.165,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12,25,4,0.0
Walt and El Grupo,2009.6849315068494,D,3.237,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,10,3,0.0
Powder,1995.813698630137,C,3.316,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10,27,4,0.0
1492: Conquest of Paradise,1992.7643835616439,D,11.154,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,9,4,0.0
The Cemetery Club,1993.0904109589042,D,15.136,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,1,0.0
Stay Alive,2006.2301369863014,C,2.468,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,24,1,0.0
That Darn Cat,1997.1205479452055,C,0.63,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,14,1,0.0
The Muppet Christmas Carol,1992.9342465753425,C,5.629,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,11,4,0.0
Step Up 2 the Streets,2008.1205479452055,C,2.218,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,14,1,0.0
Fantasia 2000 (Theatrical Release),2000.454794520548,D,3.237,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,16,2,0.0
The Santa Clause 2,2002.8246575342466,A,4.129,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,1,4,0.0
The Recruit,2003.0849315068492,B,3.117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,31,1,0.0
Money for Nothing,1993.6849315068494,D,0.93,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9,10,3,0.0
Bad Company,1995.054794520548,D,1.111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,20,1,0.0
I Love Trouble,1994.490410958904,C,3.36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,29,2,0.0
The Absent Minded Professor,1961.2082191780821,A,2.017,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,16,1,0.0
Jungle 2 Jungle,1997.1835616438357,B,5.383,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,7,1,0.0
Tex,1982.8739726027397,C,0.6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,19,4,0.0
Life With Mikey,1993.4219178082192,C,1.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,4,2,0.0
Gone Fishin',1997.4109589041095,C,2.043,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,30,2,0.0
Rogue One: A Star Wars Story,2016.9479452054795,S,0.908,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12,16,4,0.0
The Marrying Man,1991.2602739726028,C,1.62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,5,2,0.0
Bubble Boy,2001.641095890411,D,1.259,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,24,3,0.0
Baby: Secret of the Lost Legend,1985.2246575342465,C,1.534,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,22,1,0.0
The Fox and the Hound,1981.5205479452054,B,1.571,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,10,3,1.0
High Heels and Low Lifes,2001.8109589041096,D,3.432,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,10,26,4,0.0
The Tie That Binds,1995.6794520547944,D,2.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9,8,3,0.0
John Carter,2012.1890410958904,B,13.918,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,9,1,0.0
Blank Check,1994.1123287671232,C,2.26,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,11,1,0.0
Guardians of the Galaxy,2014.5780821917808,A,24.097,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,3,0.0
Star Wars Ep. VII: The Force Awakens,2015.9534246575342,S,3.237,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12,18,4,0.0
A Goofy Movie,1995.2657534246575,C,2.764,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,7,2,1.0
Hocus Pocus,1993.5369863013698,B,7.263,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,16,3,0.0
Pete’s Dragon,2016.6082191780822,B,7.428,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,12,3,0.0
Night Crossing,1982.0958904109589,D,4.441,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,1,0.0
Lilo & Stitch,2002.468493150685,A,9.204,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,21,2,1.0
Metro,1997.0465753424658,C,3.485,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,17,1,0.0
National Treasure,2004.8739726027397,A,5.697,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,19,4,0.0
Shanghai Noon,2000.4,B,1.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,26,2,0.0
Dangerous Minds,1995.6054794520549,B,1.788,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,11,3,0.0
The Distinguished Gentleman,1992.9150684931508,B,2.343,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12,4,4,0.0
The Secret World of Arietty,2012.1287671232876,C,3.237,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,17,1,0.0
The Princess Diaries,2001.5835616438355,B,3.75,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,3,3,0.0
Step Up 3D,2010.5917808219178,C,2.218,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8,6,3,0.0
Underdog,2007.5835616438355,C,0.648,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,3,3,0.0
Red Rock West,1994.0767123287671,D,3.237,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,28,1,0.0
Captain America: Civil War,2016.345205479452,A,9.566,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,6,2,0.0
Mr. Wrong,1996.1260273972603,C,10.367,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,16,1,0.0
Nixon,1995.958904109589,C,5.583,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12,20,4,0.0
The Ref,1994.1890410958904,C,3.175,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,9,1,0.0
The Santa Clause 3: The Escape Clause,2006.8301369863013,B,4.129,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,3,4,0.0
Ice Princess,2005.213698630137,C,2.223,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,18,1,0.0
King Arthur,2004.5123287671233,B,7.106,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,3,0.0
Nothing To Lose,1997.5424657534247,B,6.517,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,18,3,0.0
Herbie: Fully Loaded,2005.4712328767123,B,2.671,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,22,2,0.0
Father of the Bride,1991.958904109589,B,3.36,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,20,4,0.0
You Again,2010.7232876712328,C,3.237,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,24,3,0.0
Treasure Planet,2002.8958904109588,C,4.367,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,27,4,1.0
The Great Mouse Detective,1986.4986301369863,C,4.367,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2,3,1.0
Cinderella,2015.2,A,24.48,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,13,1,1.0
Frozen,2013.8821917808218,A,2.168,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,22,4,1.0
Pirates of the Caribbean: On Stranger…,2011.3835616438357,A,2.707,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,20,2,0.0
Zokkomon,2011.3068493150686,D,0.6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,22,2,0.0
Gross Anatomy,1989.7945205479452,C,2.384,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10,20,4,0.0
The Incredibles,2004.835616438356,A,12.541,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,5,4,0.0
Frank McKlusky C.I.,2002.0027397260274,D,0.988,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0.0
Taking Care of Business,1990.6219178082192,C,2.693,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,17,3,0.0
Tim Burton's The Nightmare Before Chr…,2006.7945205479452,C,3.237,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,20,4,0.0
Cocktail,1988.572602739726,B,3.117,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,29,3,0.0
Gun Shy,2000.0931506849315,D,0.6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,4,1,0.0
Mr. Destiny,1990.772602739726,C,1.96,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,12,4,0.0
Herbie Goes to Monte Carlo,1977.4767123287672,B,2.313,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,24,2,0.0
Evita,1996.972602739726,B,4.289,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,25,4,0.0
Dark Water,2005.5150684931507,C,3.102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,8,3,0.0
Piglet's Big Movie,2003.2219178082191,C,2.82,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,21,1,0.0
Kazaam,1996.5397260273974,C,3.315,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,17,3,0.0
Déjà Vu,2006.8821917808218,B,10.707,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11,22,4,0.0
Waking Sleeping Beauty,2010.2356164383561,D,3.237,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,26,1,0.0
The Count of Monte Cristo,2002.0684931506848,B,4.311,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,25,1,0.0
The Program,1993.7232876712328,C,2.311,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,24,3,0.0
When in Rome,2010.0794520547945,C,2.547,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29,1,0.0
Born Yesterday,1993.2356164383561,C,0.69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,26,1,0.0
The Alamo,2004.2712328767122,C,10.261,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,2,0.0
Mad Love,1995.4,C,2.135,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,26,2,0.0
Armageddon,1998.495890410959,A,24.21,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,3,0.0
Air Bud,1997.5780821917808,C,11.747,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,3,0.0
Fire Birds,1990.3945205479451,C,0.6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,24,2,0.0
The Black Cauldron,1985.558904109589,C,1.571,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,24,3,1.0
Oz the Great and Powerful,2013.186301369863,A,16.417,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,8,1,0.0
Two Much,1996.2054794520548,D,3.237,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,15,1,0.0
102 Dalmatians,2000.8821917808218,B,2.764,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,22,4,0.0
The Pacifier,2005.1753424657534,B,5.991,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,1,0.0
Prom,2011.3260273972603,D,2.126,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,29,2,0.0
Un indien dans la ville,1996.2246575342465,D,3.237,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,22,1,0.0
Annapolis,2006.0739726027398,C,9.784,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,27,1,0.0
The Country Bears,2002.5643835616438,C,1.424,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,26,3,1.0
Planes: Fire and Rescue,2014.5424657534247,C,3.237,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,18,3,0.0
Tin Men,1987.1808219178083,C,2.815,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,6,1,0.0
Renaissance Man,1994.4191780821918,C,3.078,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,3,2,0.0
Playing God,1997.786301369863,D,0.652,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10,17,4,0.0
Phenomenon,1996.5068493150684,B,5.697,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,5,3,0.0
Gnomeo and Juliet,2011.1123287671232,B,2.168,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,11,1,0.0
The Color of Money,1986.786301369863,B,16.016,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10,17,4,0.0
Blackbeard's Ghost,1968.1041095890412,B,2.017,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,8,1,0.0
Ernest Scared Stupid,1991.7698630136986,C,1.887,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,11,4,0.0
The Emperor's New Groove,2000.945205479452,B,3.753,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,15,4,1.0
Double Take,2001.0328767123287,C,2.239,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0.0
Rocket Man,1997.7671232876712,C,3.237,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,10,4,0.0
Mulan,1998.4630136986302,A,1.588,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,19,2,1.0
Song of the South,1946.854794520548,S,5.532,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,12,4,1.0
The Black Hole,1979.9616438356165,B,1.521,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,21,4,0.0
Raising Helen,2004.4054794520548,C,3.75,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,28,2,0.0
A Gun in Betty Lou's Handbag,1992.6328767123289,D,1.798,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,21,3,0.0
The Air Up There,1994.0191780821917,C,3.315,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,1,0.0
Roommates,1995.172602739726,C,2.105,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,1,0.0
Morning Light,2008.786301369863,D,1.22,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,17,4,0.0
Valiant,2005.627397260274,C,0.828,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,19,3,0.0
Down and Out in Beverly Hills,1986.0849315068492,B,3.642,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,31,1,0.0
Tarzan,1999.454794520548,A,2.764,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,16,2,1.0
The Royal Tenenbaums,2001.9424657534246,B,10.476,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12,14,4,0.0
James and the Giant Peach,1996.2794520547945,C,4.122,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,12,2,0.0
"Mystery, Alaska",1999.7424657534248,D,6.332,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,10,1,4,0.0
Last Dance,1996.33698630137,D,4.246,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,3,2,0.0
My Science Project,1985.6,D,0.694,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,9,3,0.0
Homeward Bound II: Lost in San Franc…,1996.186301369863,C,3.237,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,8,1,0.0
The Muppets,2011.8849315068494,B,3.603,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,23,4,0.0
Turner & Hooch,1989.5698630136985,B,4.131,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,28,3,0.0
Oceans,2010.3068493150686,C,3.47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,22,2,0.0
It's Pat,1994.6465753424657,D,1.339,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,26,3,0.0
The Finest Hours,2016.0794520547945,C,1.998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,29,1,0.0
Shoot to Kill,1988.1150684931506,C,4.131,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,12,1,0.0
Hannah Montana the Movie,2009.2739726027398,B,1.914,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,10,2,0.0
First Kid,1996.6575342465753,C,3.146,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,30,3,0.0
Consenting Adults,1992.7835616438356,C,4.561,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10,16,4,0.0
Dan in Real Life,2007.7945205479452,C,0.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10,20,4,0.0
Sorority Boys,2002.2246575342465,D,5.118,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,22,1,0.0
Simon Birch,1998.6876712328767,C,2.547,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,11,3,0.0
In the Army Now,1994.6082191780822,C,2.813,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,12,3,0.0
Bad Company,2002.4301369863015,C,3.454,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,7,2,0.0
